	revid	timestamp	user	comment	is_redirect	page_title	page_namespace	page_text
0	568947709.0	2013-08-17T16:08:53Z	AvicBot	Robot: Fixing double redirect to [[Chabukiani–Balanchine Festival]]	True	"""Chabuakiani-Balanchine"" Ballet Art Festival"	0.0	#REDIRECT [[Chabukiani–Balanchine Festival]]
0	568947663.0	2013-08-17T16:08:33Z	AvicBot	Robot: Fixing double redirect to [[Chabukiani–Balanchine Festival]]	True	"""Chabuakiani-Balanchine"" Festival"	0.0	#REDIRECT [[Chabukiani–Balanchine Festival]]
0	568947550.0	2013-08-17T16:07:33Z	AvicBot	Robot: Fixing double redirect to [[Chabukiani–Balanchine Festival]]	True	"""Chabuakiani-Balanchine"" International Ballet Art Festival"	0.0	#REDIRECT [[Chabukiani–Balanchine Festival]]
0	568947588.0	2013-08-17T16:07:53Z	AvicBot	Robot: Fixing double redirect to [[Chabukiani–Balanchine Festival]]	True	"""Chabuakiani-Balanchine..."" Ballet Art Festival"	0.0	#REDIRECT [[Chabukiani–Balanchine Festival]]
0	568947631.0	2013-08-17T16:08:13Z	AvicBot	Robot: Fixing double redirect to [[Chabukiani–Balanchine Festival]]	True	"""Chabuakiani-Balanchine..."" Festival"	0.0	#REDIRECT [[Chabukiani–Balanchine Festival]]
0	568947771.0	2013-08-17T16:09:13Z	AvicBot	Robot: Fixing double redirect to [[Chabukiani–Balanchine Festival]]	True	"""Chabuakiani-Balanchine..."" International Ballet Art Festival"	0.0	#REDIRECT [[Chabukiani–Balanchine Festival]]
0	568947771.0	2013-08-17T16:09:13Z	AvicBot	Robot: Fixing double redirect to [[Chabukiani–Balanchine Festival]]	True	"""Chi-squared"" test"	0.0	#REDIRECT [[Chi-squared test]] {{R from modification}}
0	345957615.0	2010-02-23T21:32:02Z	Xqbot	Robot: Fixing double redirect to [[Communist Revolution Committee for the Formation of the Marxist–Leninist Party]]	True	"""Communist Revolution"" Committee for the Formation of the Marxist-Leninist Party"	0.0	"#REDIRECT [[Communist Revolution Committee for the Formation of the Marxist–Leninist Party]]
{{R from modification}}"
0	345957615.0	2010-02-23T21:32:02Z	Xqbot	Robot: Fixing double redirect to [[Communist Revolution Committee for the Formation of the Marxist–Leninist Party]]	True	"""D"" plays - ISIRTA"	0.0	#REDIRECT [[ISIRTA plays, D-I]]
0	345957615.0	2010-02-23T21:32:02Z	Xqbot	Robot: Fixing double redirect to [[Communist Revolution Committee for the Formation of the Marxist–Leninist Party]]	True	"""Damned Good Airplane-3"""	0.0	"#REDIRECT [[Howard DGA-3]]
{{R from move}}"
0	474530212.0	2012-02-02T05:32:04Z	ErikHaugen	update redirect after move	True	"""Dead-Red"" Canal"	0.0	#REDIRECT [[Red Sea–Dead Sea Water Conveyance]]
0	474530212.0	2012-02-02T05:32:04Z	ErikHaugen	update redirect after move	True	"""Dnipro-1"" Special Tasks Patrol Police Battalion"	0.0	#REDIRECT [[Dnipro-1 Regiment]]
0	474530212.0	2012-02-02T05:32:04Z	ErikHaugen	update redirect after move	True	"""Dnipro-2"" Territorial Defense Battalion"	0.0	#REDIRECT [[39th_Motorized_Infantry_Battalion_(Ukraine)]]
0	474530212.0	2012-02-02T05:32:04Z	ErikHaugen	update redirect after move	True	"""Dor-en-Ernil"""	0.0	"#REDIRECT [[Gondor#Dor-en-Ernil]]

{{DEFAULTSORT:Dor-en-Ernil}}
[[Category:Middle-earth redirects to sections]]"
0	474530212.0	2012-02-02T05:32:04Z	ErikHaugen	update redirect after move	True	"""E"" plays - ISIRTA"	0.0	#REDIRECT [[ISIRTA plays, D-I]]
0	708965298.0	2016-03-08T12:52:52Z	AnomieBOT	"Redirecting to [[:""FF.SS."" – Cioe: ""...che mi hai portato a fare sopra a Posillipo se non mi vuoi piu bene?""]] because titles with en-dashes are hard to type (and resolving the double redirect to [[:""FF.SS."" – Cioè: ""...che mi hai portato a fare s..."	True	"""FF.SS."" - Cioe: ""...che mi hai portato a fare sopra a Posillipo se non mi vuoi piu bene?"""	0.0	"#REDIRECT [[:""FF.SS."" – Cioè: ""...che mi hai portato a fare sopra a Posillipo se non mi vuoi più bene?""]]
{{Redr|from modification|p1={{-r|""FF.SS."" – Cioe: ""...che mi hai portato a fare sopra a Posillipo se non mi vuoi piu bene?""}}}}"
0	334052434.0	2009-12-26T04:55:57Z	DASHBot	"moved [[""FF.SS."" - Cioè: ""...che mi hai portato a fare sopra a Posillipo se non mi vuoi più bene?""]] to [[""FF.SS."" – Cioè: ""...che mi hai portato a fare sopra a Posillipo se non mi vuoi più bene?""]]: Robot moving pages:per [[WP:HYPHEN]] ([[User talk"	True	"""FF.SS."" - Cioè: ""...che mi hai portato a fare sopra a Posillipo se non mi vuoi più bene?"""	0.0	"#REDIRECT [[""FF.SS."" – Cioè: ""...che mi hai portato a fare sopra a Posillipo se non mi vuoi più bene?""]]

{{R from modification}}
{{R from move}}"
0	334052434.0	2009-12-26T04:55:57Z	DASHBot	"moved [[""FF.SS."" - Cioè: ""...che mi hai portato a fare sopra a Posillipo se non mi vuoi più bene?""]] to [[""FF.SS."" – Cioè: ""...che mi hai portato a fare sopra a Posillipo se non mi vuoi più bene?""]]: Robot moving pages:per [[WP:HYPHEN]] ([[User talk"	True	"""Fido""-Fido theory"	0.0	#REDIRECT [[Direct reference theory]]
0	334052434.0	2009-12-26T04:55:57Z	DASHBot	"moved [[""FF.SS."" - Cioè: ""...che mi hai portato a fare sopra a Posillipo se non mi vuoi più bene?""]] to [[""FF.SS."" – Cioè: ""...che mi hai portato a fare sopra a Posillipo se non mi vuoi più bene?""]]: Robot moving pages:per [[WP:HYPHEN]] ([[User talk"	True	"""Have-not"" province"	0.0	#REDIRECT [[Equalization payments in Canada]]{{R from subtopic}}
0	334052434.0	2009-12-26T04:55:57Z	DASHBot	"moved [[""FF.SS."" - Cioè: ""...che mi hai portato a fare sopra a Posillipo se non mi vuoi più bene?""]] to [[""FF.SS."" – Cioè: ""...che mi hai portato a fare sopra a Posillipo se non mi vuoi più bene?""]]: Robot moving pages:per [[WP:HYPHEN]] ([[User talk"	True	"""Hawk-Eye"" Mihawk"	0.0	#REDIRECT [[List of One Piece characters#Mihawk]] {{R from fictional character|One Piece}}
0	708966438.0	2016-03-08T13:02:12Z	AnomieBOT	"Redirecting to [[:""It"" – The Album]] because titles with en-dashes are hard to type (and resolving the double redirect to [[:""It"" the Album]]).  Errors? [[User:AnomieBOT/shutoff/EnDashRedirectCreator]]"	True	"""It"" - The Album"	0.0	"#REDIRECT [[:""It"" the Album]]
{{Redr|from modification|p1={{-r|""It"" – The Album}}}}"
0	708966438.0	2016-03-08T13:02:12Z	AnomieBOT	"Redirecting to [[:""It"" – The Album]] because titles with en-dashes are hard to type (and resolving the double redirect to [[:""It"" the Album]]).  Errors? [[User:AnomieBOT/shutoff/EnDashRedirectCreator]]"	True	"""Jacques-Marie"""	0.0	#REDIRECT [[Jacques-Marie]] {{R from modification}}
0	708966438.0	2016-03-08T13:02:12Z	AnomieBOT	"Redirecting to [[:""It"" – The Album]] because titles with en-dashes are hard to type (and resolving the double redirect to [[:""It"" the Album]]).  Errors? [[User:AnomieBOT/shutoff/EnDashRedirectCreator]]"	True	"""Jenny"" XJ-9 Wakeman"	0.0	"#REDIRECT [[My Life as a Teenage Robot#XJ-9 (a.k.a. Jennifer ""Jenny"" Wakeman)]]"
0	708966438.0	2016-03-08T13:02:12Z	AnomieBOT	"Redirecting to [[:""It"" – The Album]] because titles with en-dashes are hard to type (and resolving the double redirect to [[:""It"" the Album]]).  Errors? [[User:AnomieBOT/shutoff/EnDashRedirectCreator]]"	True	"""Josip Broz Tito"" High School - Skopje"	0.0	#REDIRECT [[Josip Broz Tito High School]]
0	708966438.0	2016-03-08T13:02:12Z	AnomieBOT	"Redirecting to [[:""It"" – The Album]] because titles with en-dashes are hard to type (and resolving the double redirect to [[:""It"" the Album]]).  Errors? [[User:AnomieBOT/shutoff/EnDashRedirectCreator]]"	True	"""Just your Average Second On This Planet"" 1997-1998"	0.0	#Redirect [[Fluke (band)#Progressive History X and Progressive History XXX]]
0	708966438.0	2016-03-08T13:02:12Z	AnomieBOT	"Redirecting to [[:""It"" – The Album]] because titles with en-dashes are hard to type (and resolving the double redirect to [[:""It"" the Album]]).  Errors? [[User:AnomieBOT/shutoff/EnDashRedirectCreator]]"	True	"""Konaka""-Museum"	0.0	#REDIRECT [[Konaka Museum]]
0	23097276.0	2005-09-12T11:25:00Z	194.44.142.249		True	"""Kyiv-Mohyla Academy"" National University"	0.0	#REDIRECT [[National University of Kyiv-Mohyla Academy]]
0	23097276.0	2005-09-12T11:25:00Z	194.44.142.249		True	"""La Chambre D'Echo"" - Where the Dead Birds Sing"	0.0	#REDIRECT [[La Chambre d'Echo]]
0	23097276.0	2005-09-12T11:25:00Z	194.44.142.249		True	"""Lazy"" X-Press 2"	0.0	#REDIRECT [[Lazy (X-Press 2 song)]]
0	23097276.0	2005-09-12T11:25:00Z	194.44.142.249		True	"""Left-Wing"" Communism"	0.0	"#REDIRECT [[""Left-Wing"" Communism: An Infantile Disorder]]"
0	23097276.0	2005-09-12T11:25:00Z	194.44.142.249		True	"""Left-Wing"" Communism, an Infantile Disorder"	0.0	"#REDIRECT [[""Left-Wing"" Communism: An Infantile Disorder]]"
0	23097276.0	2005-09-12T11:25:00Z	194.44.142.249		True	"""Little Eva"" B-24 Liberator"	0.0	#REDIRECT [[Little Eva (aircraft)]]
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""MATI"" - Moscow State Aviation Technological University"	0.0	#REDIRECT [[Moscow State Aviation Technological University]]
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""Mad-Eye"" Moody"	0.0	#REDIRECT [[Order of the Phoenix (fictional organisation)#Alastor_Moody]]
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""Major General"" Moussa Arafat al-Qudwa"	0.0	#REDIRECT [[Moussa Arafat]]
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""Mid-Iowa Narcotics Task Force (MINE)"""	0.0	#REDIRECT [[Mid-Iowa Narcotics Enforcement]]
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""Mid-Iowa narcotics Task Force (MINE)"""	0.0	#REDIRECT [[Mid-Iowa Narcotics Enforcement]]
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""Mohammad Ahmad Mustafa al-Dabi"""	0.0	"#REDIRECT [[Mohammed Ahmed Mustafa al-Dabi]]
{{R from move}}"
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""Morera Thatte"" Stone-age relics in Karnataka"	0.0	#REDIRECT [[Morera Thatte]]
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""Na Na (N-Dubz song)"	0.0	#REDIRECT [[Against All Odds (N-Dubz album)]]
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""Na Na (Remix)(N-Dubz song)"	0.0	"#REDIRECT [[Against All Odds (N-Dubz album)]]

{{DEFAULTSORT:Na Na (Remix)(N-Dubz song)}}
[[Category:Unprintworthy redirects]]"
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""Na Na Remix N-Dubz song"	0.0	"#REDIRECT [[Against All Odds (N-Dubz album)]]

{{DEFAULTSORT:Na Na Remix N-Dubz song}}
[[Category:Unprintworthy redirects]]"
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""Night Of The Day Of The Dawn Of The Son Of The Bride Of The Return Of The Revenge Of The Terror Of The Attack Of The Evil, Mutant, Hellbound, Flesh-Eating, Crawling, Alien, Zombified, Subhumanoid Living Dead - Part 5."""	0.0	#REDIRECT [[Night of the Day of the Dawn]]
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""Nyuk-nyuk-nyuk!"""	0.0	#REDIRECT [[Curly Howard]]
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""O""-Jung.Ban.Hap. (DBSK album)"	0.0	"#REDIRECT [[""O""-Jung.Ban.Hap.]]"
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""O""-Jung.Ban.Hap. (TVXQ album)"	0.0	"#REDIRECT [[""O""-Jung.Ban.Hap.]]"
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""O-Dog"""	0.0	"#REDIRECT [[O-Dog]]
{{R from modification}}"
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""Point-a-Minute"" Michigan Wolverines football team"	0.0	#redirect[[Fielding_H._Yost#Coaching_career]]
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""Point-a-Minute"" Michigan football team"	0.0	#redirect[[Fielding_H._Yost#Coaching_career]]
0	394323493.0	2010-11-02T05:00:47Z	DASHBot	"moved [[""MATI"" - Moscow State Aviation Technological University]] to [[""MATI"" – Moscow State Aviation Technological University]]: [[WP:BOT|BOT]]: Moving page per [[WP:HYPHEN]]."	True	"""Point-a-Minute"" Wolverines football team"	0.0	#redirect[[Fielding_H._Yost#Coaching_career]]
0	494968846.0	2012-05-29T15:50:29Z	Dipankan001	"Bot: Creating hyphenated redirect to [[""Polish Operation"" of the NKVD (1937–1938)]]"	True	"""Polish Operation"" of the NKVD (1937-1938)"	0.0	#REDIRECT [[Polish Operation of the NKVD]]
0	494968846.0	2012-05-29T15:50:29Z	Dipankan001	"Bot: Creating hyphenated redirect to [[""Polish Operation"" of the NKVD (1937–1938)]]"	True	"""Proto-Thracian"""	0.0	#REDIRECT [[Thracians#Origins_and_ethnogenesis]]
0	494968846.0	2012-05-29T15:50:29Z	Dipankan001	"Bot: Creating hyphenated redirect to [[""Polish Operation"" of the NKVD (1937–1938)]]"	True	"""Ralph Vaughn-Williams"""	0.0	#redirect[[Ralph Vaughan Williams]]
0	494968846.0	2012-05-29T15:50:29Z	Dipankan001	"Bot: Creating hyphenated redirect to [[""Polish Operation"" of the NKVD (1937–1938)]]"	True	"""Red-Hair"" Shanks"	0.0	#REDIRECT [[List of One Piece characters#Shanks]] {{R from fictional character|One Piece}}
0	494968846.0	2012-05-29T15:50:29Z	Dipankan001	"Bot: Creating hyphenated redirect to [[""Polish Operation"" of the NKVD (1937–1938)]]"	True	"""Red-Haired"" Shanks"	0.0	#REDIRECT [[List of One Piece characters#Shanks]] {{R from fictional character|One Piece}}
0	494968846.0	2012-05-29T15:50:29Z	Dipankan001	"Bot: Creating hyphenated redirect to [[""Polish Operation"" of the NKVD (1937–1938)]]"	True	"""Robin Hood and Allan-a-Dale"""	0.0	"#REDIRECT [[Robin Hood and Allan-a-Dale]]
{{R from move}}"
0	494968846.0	2012-05-29T15:50:29Z	Dipankan001	"Bot: Creating hyphenated redirect to [[""Polish Operation"" of the NKVD (1937–1938)]]"	True	"""Samurai"" YS-11"	0.0	#REDIRECT [[NAMC YS-11]]
0	546404547.0	2013-03-22T22:03:56Z	InnocuousPseudonym	[[WP:AES|←]]Redirected page to [[Say It Loud – I'm Black and I'm Proud]]	True	"""Say It Loud - I'm Black and I'm Proud"	0.0	#REDIRECT [[Say It Loud – I'm Black and I'm Proud]] {{R from modification}}
0	555163822.0	2013-05-15T04:04:44Z	AvicBot	"Robot: Fixing double redirect to [[""Solidarity"" Szczecin–Goleniów Airport]]"	True	"""Solidarity"" Szczecin-Goleniow Airport"	0.0	"#REDIRECT [[""Solidarity"" Szczecin–Goleniów Airport]] {{R from title without diacritics}}"
0	714250580.0	2016-04-08T16:07:20Z	AnomieBOT	"Redirecting to [[:""Solidarity"" Szczecin–Goleniów (airport)]] because titles with en-dashes are hard to type (and resolving the double redirect to [[:""Solidarity"" Szczecin–Goleniów Airport]]).  Errors? [[User:AnomieBOT/shutoff/EnDashRedirectCreator]]"	True	"""Solidarity"" Szczecin-Goleniów (airport)"	0.0	"#REDIRECT [[:""Solidarity"" Szczecin–Goleniów Airport]]
{{Redr|from modification|p1={{-r|""Solidarity"" Szczecin–Goleniów (airport)}}}}"
0	555161539.0	2013-05-15T03:40:18Z	Cherkash	"Cherkash moved page [[""Solidarity"" Szczecin-Goleniów Airport]] to [[""Solidarity"" Szczecin–Goleniów Airport]]: fixed a dash"	True	"""Solidarity"" Szczecin-Goleniów Airport"	0.0	"#REDIRECT [[""Solidarity"" Szczecin–Goleniów Airport]]"
0	555161539.0	2013-05-15T03:40:18Z	Cherkash	"Cherkash moved page [[""Solidarity"" Szczecin-Goleniów Airport]] to [[""Solidarity"" Szczecin–Goleniów Airport]]: fixed a dash"	True	"""Straight-Fronted"" Corset"	0.0	#REDIRECT [[History of corsets]]
0	555161539.0	2013-05-15T03:40:18Z	Cherkash	"Cherkash moved page [[""Solidarity"" Szczecin-Goleniów Airport]] to [[""Solidarity"" Szczecin–Goleniów Airport]]: fixed a dash"	True	"""Straight-Fronted"" Edwardian Corset"	0.0	#REDIRECT [[History of corsets]]
0	555161539.0	2013-05-15T03:40:18Z	Cherkash	"Cherkash moved page [[""Solidarity"" Szczecin-Goleniów Airport]] to [[""Solidarity"" Szczecin–Goleniów Airport]]: fixed a dash"	True	"""T""-Post"	0.0	#REDIRECT [[Steel fence post]]
0	555161539.0	2013-05-15T03:40:18Z	Cherkash	"Cherkash moved page [[""Solidarity"" Szczecin-Goleniów Airport]] to [[""Solidarity"" Szczecin–Goleniów Airport]]: fixed a dash"	True	"""T""-post"	0.0	#REDIRECT [[Steel fence post]]
0	555161539.0	2013-05-15T03:40:18Z	Cherkash	"Cherkash moved page [[""Solidarity"" Szczecin-Goleniów Airport]] to [[""Solidarity"" Szczecin–Goleniów Airport]]: fixed a dash"	True	"""Tac-plane"""	0.0	"#REDIRECT [[Supporting hyperplane]]
{{R from move}}"
0	555161539.0	2013-05-15T03:40:18Z	Cherkash	"Cherkash moved page [[""Solidarity"" Szczecin-Goleniów Airport]] to [[""Solidarity"" Szczecin–Goleniów Airport]]: fixed a dash"	True	"""The Masterwork"" Award Winning Fish-Knife"	0.0	"#REDIRECT [['The Masterwork' Award Winning Fish-Knife]]
{{R from modification}}"
0	555161539.0	2013-05-15T03:40:18Z	Cherkash	"Cherkash moved page [[""Solidarity"" Szczecin-Goleniów Airport]] to [[""Solidarity"" Szczecin–Goleniów Airport]]: fixed a dash"	True	"""This Is Our Punk-Rock"", Thee Rusted Satellites Gather + Sing"	0.0	"#REDIRECT [[""This Is Our Punk-Rock,"" Thee Rusted Satellites Gather + Sing,]]
{{R from modification}}"
0	555161539.0	2013-05-15T03:40:18Z	Cherkash	"Cherkash moved page [[""Solidarity"" Szczecin-Goleniów Airport]] to [[""Solidarity"" Szczecin–Goleniów Airport]]: fixed a dash"	True	"""This Is Our Punk-Rock"", Thee Rusted Satellites Gather + Sing,"	0.0	"#REDIRECT [[""This Is Our Punk-Rock,"" Thee Rusted Satellites Gather + Sing,]]
{{R from modification}}"
0	555161539.0	2013-05-15T03:40:18Z	Cherkash	"Cherkash moved page [[""Solidarity"" Szczecin-Goleniów Airport]] to [[""Solidarity"" Szczecin–Goleniów Airport]]: fixed a dash"	True	"""This Is Our Punk-Rock"" Thee Rusted Satellites Gather+Sing"	0.0	"#REDIRECT [[""This Is Our Punk-Rock,"" Thee Rusted Satellites Gather + Sing,]]"
0	555161539.0	2013-05-15T03:40:18Z	Cherkash	"Cherkash moved page [[""Solidarity"" Szczecin-Goleniów Airport]] to [[""Solidarity"" Szczecin–Goleniów Airport]]: fixed a dash"	True	"""This Is Our Punk-Rock,"" Thee Rusted Satellites Gather+Sing"	0.0	"#REDIRECT [[""This Is Our Punk-Rock,"" Thee Rusted Satellites Gather + Sing,]]"
0	555161539.0	2013-05-15T03:40:18Z	Cherkash	"Cherkash moved page [[""Solidarity"" Szczecin-Goleniów Airport]] to [[""Solidarity"" Szczecin–Goleniów Airport]]: fixed a dash"	True	"""This Is Our Punk-Rock,"" Thee Rusted Satellites Gather+Sing,"	0.0	"#REDIRECT [[""This Is Our Punk-Rock,"" Thee Rusted Satellites Gather + Sing,]]"
0	555161539.0	2013-05-15T03:40:18Z	Cherkash	"Cherkash moved page [[""Solidarity"" Szczecin-Goleniów Airport]] to [[""Solidarity"" Szczecin–Goleniów Airport]]: fixed a dash"	True	"""This Is Our Punk-Rock,"" Thee Rusted Satellites Gather + Sing"	0.0	"#REDIRECT [[""This Is Our Punk-Rock,"" Thee Rusted Satellites Gather + Sing,]]
{{R from modification}}

{{DEFAULTSORT:This Is Our Punk-Rock, Thee Rusted Satellites Gather and sing}}
[[Category:Unprintworthy redirects]]"
0	555161539.0	2013-05-15T03:40:18Z	Cherkash	"Cherkash moved page [[""Solidarity"" Szczecin-Goleniów Airport]] to [[""Solidarity"" Szczecin–Goleniów Airport]]: fixed a dash"	True	"""This Is Our Punk-Rock,"" Thee Rusted Satellites Gather and Sing"	0.0	"#REDIRECT [[""This Is Our Punk-Rock,"" Thee Rusted Satellites Gather + Sing,]]"
