2015	Jack Asher (shinty)	952
2015	Maxine Asher	1922
2015	Mordechai Shmuel Ashkenazi	1437
2015	Vernon Ashley	2484
2015	George Ashman (footballer, born 1929)	169
2015	Bagher Babashah Ashtiani	0
2015	Asim Thahit Abdullah al Khalaqi	987
2015	Murder of Özgecan Aslan	19722
2015	Aziz Asli	2427
2015	Asma El Bakry	0
2015	Deborah Asnis	670
2015	Jack Aspinwall	1333
2015	Khairallah Assar	1582
2015	Günter Asser	845
2015	Helen Astin	1559
2015	Per-Olof Åstrand	2494
2015	Bill Aswad	1865
2015	Shahla Ata	667
2015	Pete Athas	3407
2015	Ian Athfield	3304
2015	Ángel Atienza	1424
2015	Doug Atkins	30927
2015	George Atkins (American football)	1386
2015	Alec Atkinson	638
2015	Barbara Atkinson	2939
2015	Graham Atkinson (cricketer)	1543
2015	Robert Atkinson (businessman)	1170
2015	William Henry Atkinson	1777
2015	David Atlas	4839
2015	Kai Atō	5863
2015	George Attla	1505
2015	Aurèle Audet	870
2015	Christian Audigier	129600
2015	Abubakar Audu	67705
2015	Audrey Auld-Mezera	8118
2015	Aung Thaung	7604
2015	Phil Austin	7483
2015	Richard Austin (cricketer)	2434
2015	Staryl C. Austin	1343
2015	Fernand Auwera	421
2015	Zaya Avdysh	1437
2015	Earl Averill, Jr.	2455
2015	Graham Avery	860
2015	Roland Avery	0
2015	Denis Avey	9048
2015	Zaur Avidzba	315
2015	Yehuda Avner	4390
2015	Sorin Avram	2274
2015	Slavko Avsenik	18728
2015	Hannah Idowu Dideolu Awolowo	30368
2015	Arabi Awwad	493
2015	Tony Ayala, Jr.	10799
2015	William Brantley Aycock	2361
2015	Ayerdhal	5184
2015	Aslam Azhar	4658
2015	Chukwuma Azikiwe	1423
2015	Tariq Aziz	58004
2015	Kirat Babani	0
2015	Tim Babcock	1991
2015	Malli Mastan Babu	19477
2015	Albert Baciocco	630
2015	John Backe	917
2015	Christian Backer-Owe	632
2015	Finn Backer	627
2015	Terry Backer	5019
2015	Van N. Backman	389
2015	Paul Bacon (designer)	4524
2015	Jean Badal	1783
2015	Nicola Badalucco	1377
2015	Lilian Bader	899
2015	Jasodhara Bagchi	2139
2015	Billy Baggett	1730
2015	Claudio Baggini	1122
2015	Charles W. Bagnal	3312
2015	Dmitry Bagryanov	0
2015	Kerry Bagshaw	0
2015	Margarete Bagshaw	1971
2015	Crescent Baguma	0
2015	Mohammad Bahr al-Ulloum	6595
2015	Egon Bahr	20833
2015	Murder of Khaled Idris Bahray	2699
2015	Nasser al-Bahri	8889
2015	Mykola Bahrov	767
2015	Bai Jinian	244
2015	Masudur Rahman Baidya	5059
2015	D'Army Bailey	17879
2015	Jake Bailey	41003
2015	Jim Bailey (entertainer)	12113
2015	Ron Bailey (politician)	879
2015	Ray Baillie	689
2015	Bauyrzhan Baimukhammedov	811
2015	Romany Bain	1215
2015	Meli Bainimarama	2253
2015	Francis Némé Baïssari	365
2015	Vern Bakalich	598
2015	Richard Bakalyan	14615
2015	Buddy Baker	80699
2015	Jean-Claude Baker	25629
2015	John Henry Baker	925
2015	Jamal Bakhshpour	579
2015	Eric Bakie	703
2015	Svein Bakke	2492
2015	Božo Bakota	3144
2015	Ishaya Bakut	1312
2015	Theodosios Balafas	558
2015	Lope Balaguer	531
2015	A. V. Balakrishnan	0
2015	Lucian Bălan	11890
2015	Endre Alexander Balazs	1057
2015	Jaroslav Balcar	603
2015	Carmen Balcells	6936
2015	Hannes Baldauf	749
2015	Gian Vittorio Baldi	903
2015	John W. Baldwin	1235
2015	Peter Baldwin (actor)	52157
2015	Nurlan Balgimbayev	4911
2015	Dick Balharry	966
2015	H. H. ter Balkt	833
2015	Death of Ambrose Ball	15792
2015	Dave Ball (musician)	5384
2015	Bill Ballantine (biologist)	3513
2015	Bruno Ballarini	707
2015	Cass Ballenger	2573
2015	Enrique Ballesté	548
2015	Rosita Baltazar	0
2015	Yuliya Balykina	31638
2015	Giorgio Bambini	1458
2015	Driss Bamous	1001
2015	Ronald Bandell	1210
2015	Faith Bandler	7525
2015	Bandō Mitsugorō X	0
2015	Bappaditya Bandopadhyay	15660
2015	Norman H. Bangerter	25779
2015	Indra Bania	2155
2015	Adunni Bankole	950
2015	Ernie Banks	131897
2015	Helen Banks	705
2015	Anne Bannister	553
2015	John Bannon	27961
2015	Claudia Bär	3750
2015	Nico Baracchi	714
2015	Hisham Barakat	78292
2015	Dave Barber	2972
2015	Trevor Barber	2240
2015	Richard Clark Barkley	1487
2015	Richard L. Bare	28368
2015	Diego Barisone	14365
2015	Martha W. Bark	561
2015	Dennis Barker	1265
2015	Ragnhild Barland	965
2015	Barbara Barletta	570
2015	James A. Barlow	1354
2015	Daundre Barnaby	3503
2015	Chris Barnard (author)	9917
2015	Kathryn Barnard	0
2015	Dorothy Barnes Pelote	1640
2015	Henson P. Barnes	1981
2015	Ken Barnes (writer)	2712
2015	Ortheia Barnes	1150
2015	Joseph J. Barnicke	1206
2015	Amparo Baró	3592
2015	Lita Baron	0
2015	Dick Barone	957
2015	Ann Barr	1340
2015	Scott Barr	2079
2015	Pasquale Barra	1938
2015	Peter Barrable	0
2015	Michael Barratt Brown	0
2015	Ali Barraud	1416
2015	Ramón Barreto	1148
2015	Ken Barrett (English footballer)	0
2015	Mary Adrian Barrett	0
2015	Peter Barrett (bishop)	3892
2015	Carlos Barrionuevo	7022
2015	George Barris (auto customizer)	129487
2015	Robert Barritt	634
2015	Emile Barron	0
2015	Inezita Barroso	1607
2015	Maria Barroso	13756
2015	Eric Barry	648
2015	John Barrow (Canadian football)	2450
2015	Mohamed Olow Barrow	565
2015	Willie Barrow	1615
2015	Carolyne Barry	3483
2015	Bob Barry, Jr.	7110
2015	Yves Barsacq	3287
2015	Else M. Barth	752
2015	Richard J. Bartlett	718
2015	Bryan Bartley	575
2015	Roman Bartoszcze	786
2015	Władysław Bartoszewski	9721
2015	Hemanga Baruah	845
2015	Jamal al Barzinji	3457
2015	Jackie Basehart	8064
2015	Allama Muhammad Bashir	278
2015	Klaus Basikow	641
2015	Emory Bass	2941
2015	Leon Bass	1574
2015	Richard Bass	48841
2015	William Bast	58470
2015	John Bates (basketball)	241
2015	Frank Bathgate	582
2015	Stojan Batič	1804
2015	Rik Battaglia	4878
2015	Mary John Batten	774
2015	Harold Battiste	5969
2015	LeRoy Battle	504
2015	Friedrich L. Bauer	4841
2015	Irv Bauer	1973
2015	William Wakefield Baum	15162
2015	Hardijs Baumanis	564
2015	Wilhelm Baumann (politician)	443
2015	Klaus Baumgartner	1444
2015	Charles Baur	668
2015	Rosalyn Baxandall	7401
2015	Manfred Bayer	709
2015	Fernande Bayetto	224
2015	John Bayley (writer)	18211
2015	Peter Bayley (academic)	1978
2015	Garland Bayliss	1472
2015	Christopher Bayly	7814
2015	Ron Beagle	2099
2015	Tim Beaglehole	2307
2015	Allan Beard	502
2015	Guy Béart	26195
2015	Charlie Beasley	1012
2015	Ken Beatrice	17366
2015	Max Beauvoir	19066
2015	Leandra Becerra Lumbreras	6400
2015	Hilla Becher	3518
2015	Steve Beck (chairman)	530
2015	Ulrich Beck	27553
2015	Stephan Beckenbauer	58282
2015	Avi Beker	1409
2015	Karl Josef Becker	4020
2015	William J. Becker	2696
2015	William Beckley (actor)	1839
2015	Morris Beckman (writer)	1282
2015	Jim Bede	11725
2015	Ninad Bedekar	2943
2015	Bob Bedell	1201
2015	Sanjeet Bedi	35219
2015	Chuck Bednarik	78078
2015	Klaus Bednarz	1833
2015	Gys van Beek	1678
2015	Michael Beetham	6711
2015	Forrest Behm	1036
2015	Mark Behr	8175
2015	Jacob Bekenstein	52164
2015	Dick van Bekkum	1219
2015	Oleg Belakovsky	0
2015	Bob Belden	5240
2015	Robert Belfour	4377
2015	Marcus Belgrave	4512
2015	James Belich (mayor)	2882
2015	Bouteldja Belkacem	3531
2015	Ian Bell (journalist)	9333
2015	O'Neil Bell	46951
2015	Pierre de Bellefeuille	1947
2015	David Bellotti	2924
2015	Amina Belouizdad	0
2015	Valery Belousov	1101
2015	Philip Belt	2578
2015	Jean-Pierre Beltoise	8991
2015	Joseph Beltrami	2129
2015	Abdelaziz Ben Dhia	1037
2015	Moncef Ben Salem	1173
2015	Eshel Ben-Jacob	4674
2015	Yosef Ben-Jochannan	26772
2015	Richie Benaud	63092
2015	Al Bendich	785
2015	Vasco Bendini	720
2015	Aleksandras Bendinskas	0
2015	Al Benecick	2801
2015	José María Benegas	4783
2015	Bob Benmosche	9992
2015	Abdelaziz Bennani	3084
2015	Bill Bennett	19882
2015	Harve Bennett	10739
2015	Jalynn Bennett	1075
2015	Joseph A. Bennett	16398
2015	Joyce M. Bennett	382
2015	Malcolm Bennett	768
2015	Randy Bennett (swimming coach)	1076
2015	Roy C. Bennett	9629
2015	Wayne D. Bennett	977
2015	David Benney	0
2015	Francis Bennion	2096
2015	Andrew Benson	4845
2015	Larry Benson	0
2015	Steven Benson (murderer)	12654
2015	Charles Benton	1258
2015	Bill Berezowski	1231
2015	John Berg (art director)	1547
2015	Halvor Bergan	0
2015	Sonny Berger	622
2015	Sandy Berger	86295
2015	Helge Ole Bergesen	1135
2015	Ilja Bergh	1607
2015	Gösta Bergkvist	595
2015	Stig Bergling	3917
2015	Dave Bergman	5772
2015	Barbara Bergmann	3179
2015	Erma Bergmann	5290
2015	Patricia Berjak	0
2015	Milton Berkes	579
2015	Giovanni Berlinguer	1180
2015	Monique Berlioux	0
2015	Leo Berman	1990
2015	Sanford I. Berman	2243
2015	Luis Bermejo	2761
2015	Pierre Bernard (graphic designer)	3599
2015	Albino Bernardini	504
2015	Bengt Berndtsson	1523
2015	Robert Berner	1937
2015	Melvin Bernhardt	4819
2015	Walter Berns	2042
2015	Nancy Bernstein	7022
2015	Nedelcho Beronov	3654
2015	Yogi Berra	1336984
2015	Yoka Berretty	1076
2015	Jacqueline A. Berrien	2135
2015	Jim Berry (cartoonist)	1368
2015	Norm Berryman	8726
2015	Liliane Bert	449
2015	Fred Besana (baseball)	4346
2015	J. F. Besseling	425
2015	Hattie Bessent	0
2015	James Best	160156
2015	Peter B. Best	0
2015	Antonio Betancort	1760
2015	Tom Bettis	3079
2015	Bob Bettisworth	1224
2015	Leo de Bever	1067
2015	Colin Beyer	2149
2015	Rana Bhagwandas	15196
2015	Manoranjan Bhakta	1036
2015	Thomas Bhalerao	1100
2015	Mohan Bhandari	24975
2015	Ramesh Chandra Bhanja	531
2015	Paravoor Bharathan	18629
2015	Mayandi Bharathi	662
2015	Swami Veda Bharati	5414
2015	Prashant Bhargava	5787
2015	Suchitra Bhattacharya	10234
2015	Sushil Bhattacharya	1637
2015	Manmeet Bhullar	42845
2015	Abdul Ghafoor Bhurgri	1937
2015	Dileep Singh Bhuria	7231
2015	Pushpa Bhuyan	2096
2015	Mario Biaggi	30594
2015	Jules Bianchi	927015
2015	Leon Bibb (musician)	18013
2015	William J. Bichsel	1008
2015	Wayne Bickerton	12195
2015	Beau Biden	659204
2015	Praful Bidwai	5733
2015	Kurt Bieber	0
2015	Hans Bielenstein	1553
2015	Miriam Bienstock	1418
2015	Étienne Bierry	0
2015	Giacomo Biffi	9702
2015	Big Time Sarah	4168
2015	Theodore Bikel	188144
2015	Jean Bikomagu	1474
2015	Dušan Bilandžić	1136
2015	Robin Bilbie	330
2015	John Bilezikjian	1868
2015	Dave Billings	921
2015	Rimma Bilunova	874
2015	Elisabeth Bing	1537
2015	Tommy Bing	690
2015	James C. Binnicker	6183
2015	Ibrahim Biogradlić	1235
2015	Ken Birch	1072
2015	Michael Birck	3539
2015	Forrest Bird	27097
2015	Mark Birdwood, 3rd Baron Birdwood	2017
2015	Turid Birkeland	3861
2015	Michael Birkett, 2nd Baron Birkett	2020
2015	Sarla Birla	2420
2015	Stephen Birmingham	6433
2015	Jamie Bishop (cricketer)	1233
2015	Arun Kumar Biswas	0
2015	Death of Adele Biton	2074
2015	John Bitove, Sr.	8954
2015	Tibor Bitskey	1439
2015	Per Arne Bjerke	557
2015	Martin Tore Bjørndal	503
2015	Øyvind Bjorvatn	527
2015	Cilla Black	1439353
2015	Jeremy Black (Royal Navy officer)	8360
2015	Maggie Black	1243
2015	William McCormick Blair Jr.	0
2015	Betty Tackaberry Blake	1261
2015	David Blake (cricketer)	295
2015	Michael Blake (author)	13266
2015	Robert O. Blake	1853
2015	Sian Blake	0
2015	Albert Blan	858
2015	Hugo Blanco (musician)	5838
2015	Sergio Blanco (singer)	572
2015	Death of Sandra Bland	1636715
2015	Sandra Bland	35713
2015	Thais Blatnik	0
2015	Thomas Blatt	18715
2015	Stephen Blauner	2618
2015	Robert Blees	1385
2015	Anna Campbell Bliss	376
2015	Peter Block (ice hockey)	0
2015	Henk Bloemers	555
2015	Rob Blokzijl	3525
2015	Odd Blomdal	800
2015	D. Dudley Bloom	2902
2015	Colin Bloomfield	2018
2015	Rainer Bloss	5113
2015	Duncan Bluck	0
2015	Samuel Blumenfeld	2391
2015	Desmond Boal	1786
2015	Camille Bob	7255
2015	Dimitar Bobchev	373
2015	Natalia Bobrova	1483
2015	Aleksey Bochkov	0
2015	Nick Bockwinkel	119312
2015	Leonard Bodack	1259
2015	Ewart Agnew Boddington	0
2015	Jennie Boddington	1148
2015	Guenther Boden	210
2015	Lennart Bodström	989
2015	Jack Body	2632
2015	William E. Boeing Jr.	4550
2015	Nils Bølset	155
2015	Jan C. A. Boeyens	793
2015	Grace Lee Boggs	82111
2015	Matei Boilă	3292
2015	Jeremy Boissevain	3475
2015	Stellan Bojerud	2044
2015	John E. Boland	2427
2015	Jack Boldiston	76
2015	Carl Boldt	971
2015	Edward J. Boling	553
2015	Nick Bolkovac	869
2015	Meli Bolobolo	845
2015	Claude M. Bolton, Jr.	3805
2015	Geoffrey Bolton	8403
2015	Frans Bolweg	572
2015	George Bon Salle	2376
2015	Alan Bond	25350
2015	Bella Bond murder case	5377
2015	Dick Bond (politician)	515
2015	Julian Bond	401866
2015	Luc Bondy	13251
2015	Richard Bonehill	29970
2015	Khan Bonfils	20394
2015	Robert Bonnaventure	638
2015	William B. Bonnor	1298
2015	Albert Bontridder	1400
2015	Eduardo Bonvallet	16032
2015	Nigel Boocock	2604
2015	Robert Boon	2186
2015	Horst Borcherding	440
2015	Theodor Borchgrevink	597
2015	Lynn Borden	24423
2015	Marcy Borders	46203
2015	Roger Bordier	1271
2015	Willer Bordon	2445
2015	Marcus Borg	17847
2015	Bjørn Borgen	4418
2015	Frank Borghi	4355
2015	Bets Borm-Luijkx	0
2015	Sadun Boro	1654
2015	Alan Borovoy	1455
2015	Elmer Borstad	1159
2015	Sujit Bose	0
2015	Petar Hadzi Boskov	758
2015	Brice Bosnich	882
2015	Rolf Bossi	2973
2015	John Bossy	3146
2015	Annemarie Bostroem	1039
2015	Clifford Edmund Bosworth	5032
2015	Antoine Bouchard (musician)	0
2015	Ron Bouchard	24707
2015	Buddy Boudreaux	1743
2015	Clifford Boulton	0
2015	Patrick Bourbeillon	486
2015	André Bourgeois	662
2015	Erika Bourguignon	1144
2015	Betty Bourke	0
2015	Arthur Bourns	823
2015	Amy Bourret	688
2015	Carlos Bousoño	2927
2015	Youri Boutsko	0
2015	César Boutteville	784
2015	Caspar Bowden	24816
2015	Ralph Lee Bowerman	599
2015	Charles P. Bowers	1981
2015	Kathryn I. Bowers	913
2015	Thomas Clyde Bowling Jr.	2242
2015	David Bowman (bishop)	1824
2015	Woody Bowman	1513
2015	William Bowyer (artist)	1875
2015	Bob Boyd (basketball)	2012
2015	Malcolm Boyd	3689
2015	Tom Boyd (Idaho politician)	1590
2015	Ed Boykin	1007
2015	Hugh Boyle (golfer)	1222
2015	Svetlana Boym	18962
2015	Zuzana Brabcová	1424
2015	M. L. Brackett	198
2015	John Bradbury (drummer)	57517
2015	George Braden	1174
2015	Ian Bradley (naval officer)	1609
2015	Jim Bradley (athletics coach)	2060
2015	Jeff Bradstreet	55122
2015	Julio Brady	4774
2015	Sarah Brady	13314
2015	Veronica Brady	9543
2015	Jim Brailsford	690
2015	Gary Brain	1121
2015	Bob Braithwaite	1249
2015	Bobby Braithwaite	2465
2015	Goran Brajković	4688
2015	Brajraj Mahapatra	1243
2015	Leon Bramlett	8360
2015	Daniel Brand	1862
2015	Esther Brand	3974
2015	James Rodger Brandon	1523
2015	Horst Brandstätter	2339
2015	Fredric Brandt	25650
2015	Jobst Brandt	2416
2015	Joseph Brannigan	768
2015	Beth Brant	2256
2015	Fernando Brant	1476
2015	Sasthi Brata	1330
2015	Ola Bratteli	1176
2015	Ernest Braun	1613
2015	Lasse Braun	16064
2015	Lane Bray	2884
2015	Chuck Brayton	2160
2015	Graham Brazier	17015
2015	Dejan Brđović	6665
2015	Barbara Brecht-Schall	3938
2015	Betty Lou Bredemus	39478
2015	Ingo von Bredow	1189
2015	Scot Breithaupt	46852
2015	Frank Brennan (economist)	705
2015	Richard Brennan (restaurateur)	2020
2015	Steve Brennan (footballer, born 1958)	2150
2015	Marc Breslow	13761
2015	Norman Breslow	2657
2015	Ricardo Bressani	1541
2015	Luc Brewaeys	2923
2015	Betty Brey	1309
2015	Larry Brezner	4745
2015	Donald Brian (cricketer)	0
2015	Lauren Brice	8789
2015	Pierre Brice	18204
2015	Bill Bridges (basketball)	5190
2015	Dewi Bridges	642
2015	Peter Bridges (priest)	618
2015	Rocky Bridges	3247
2015	Jon Bridgman	932
2015	Robert Briggs (poet)	316
2015	Ronnie Bright	5117
2015	Vonette Bright	926
2015	Jerry Brightman	3336
2015	Bryony Brind	14787
2015	André Brink	15459
2015	Ritch Brinkley	7726
2015	Robert Brisart	676
2015	Leon Brittan	87988
2015	Arthur Brittenden	1169
2015	Sylvia M. Broadbent	665
2015	Robert Broberg	9189
2015	Florentino Broce	1415
2015	Edwin C. Brock	930
